nickname,age,height,partidas_jogadas,distancia_total_m,aceleracao_maxima_ms2,aceleracao_media_positiva_ms2,hsr_count,sprint_count,alta_aceleracao_count,aceleracao_explosiva_count,player_id,team_name,distancia_total_m_por_partida,hsr_count_por_partida,sprint_count_por_partida,alta_aceleracao_count_por_partida,aceleracao_explosiva_count_por_partida,cluster,player_key,Days Missed,total_days_3y,n_events_3y,severity_idx,injury_events,top_injury,_merge
Aderlan,32,182.0,22,7303.69,23.31,2.42,0.0,0.0,9.05,12.64,18022,Red_Bull_Bragantino,331.98590909090905,0.0,0.0,0.4113636363636364,0.5745454545454546,1,aderlanredbullbragantino,,,,,,,left_only
Jadsom,22,176.0,31,6918.8,24.69,2.35,0.0,0.0,9.55,13.45,18023,Red_Bull_Bragantino,223.18709677419355,0.0,0.0,0.3080645161290323,0.4338709677419354,1,jadsomredbullbragantino,,,,,,,left_only
Raul,27,180.0,3,4334.43,23.26,2.05,0.0,0.0,8.33,13.67,18024,Red_Bull_Bragantino,1444.8100000000002,0.0,0.0,2.776666666666667,4.556666666666667,1,raulredbullbragantino,,,,,,,left_only
Bruno Praxedes,21,186.0,1,870.75,23.12,2.71,0.0,0.0,2.0,3.0,18025,Red_Bull_Bragantino,870.75,0.0,0.0,2.0,3.0,1,brunopraxedesredbullbragantino,,,,,,,left_only
Eric Ramires,22,174.0,23,6795.13,23.52,2.3,0.0,0.0,16.52,19.0,18026,Red_Bull_Bragantino,295.4404347826087,0.0,0.0,0.7182608695652174,0.8260869565217391,1,ericramiresredbullbragantino,416.0,0.0,0.0,0.0,7.0,,both
Lucas Evangelista,28,181.0,33,9560.46,23.85,2.41,0.0,0.0,13.36,16.64,18027,Red_Bull_Bragantino,289.71090909090907,0.0,0.0,0.4048484848484848,0.5042424242424243,1,lucasevangelistaredbullbragantino,253.0,0.0,0.0,0.0,7.0,,both
Helinho,23,175.0,24,6088.11,24.03,2.41,0.0,0.0,11.79,13.33,18028,Red_Bull_Bragantino,253.67125,0.0,0.0,0.4912499999999999,0.5554166666666667,1,helinhoredbullbragantino,273.0,270.0,5.0,270.0,5.0,Knee problems,both
Sorriso,22,175.0,23,4774.33,23.08,2.55,0.0,0.0,7.22,9.91,18029,Red_Bull_Bragantino,207.5795652173913,0.0,0.0,0.3139130434782609,0.4308695652173913,1,sorrisoredbullbragantino,,,,,,,left_only
Thiago Borbas,21,186.0,33,4884.63,23.02,2.4,0.0,0.0,7.55,10.12,18031,Red_Bull_Bragantino,148.01909090909092,0.0,0.0,0.2287878787878788,0.3066666666666666,1,thiagoborbasredbullbragantino,86.0,0.0,0.0,0.0,1.0,,both
Alerrandro,23,176.0,14,3209.31,24.28,2.3,0.0,0.0,6.93,7.36,18032,Red_Bull_Bragantino,229.23642857142855,0.0,0.0,0.495,0.5257142857142857,1,alerrandroredbullbragantino,90.0,0.0,0.0,0.0,2.0,,both
Bruninho,20,174.0,16,5268.64,25.05,2.33,0.0,0.0,9.19,12.5,18033,Red_Bull_Bragantino,329.29,0.0,0.0,0.574375,0.78125,1,bruninhoredbullbragantino,,,,,,,left_only
Cleiton,26,190.0,33,4616.16,21.93,1.4,0.0,0.0,1.88,2.42,18087,Red_Bull_Bragantino,139.88363636363636,0.0,0.0,0.0569696969696969,0.0733333333333333,0,cleitonredbullbragantino,31.0,0.0,0.0,0.0,2.0,,both
Matheus Gonçalves,18,175.0,12,4581.28,23.65,2.58,0.0,0.0,9.08,11.92,18360,Red_Bull_Bragantino,381.7733333333333,0.0,0.0,0.7566666666666667,0.9933333333333332,1,matheusgoncalvesredbullbragantino,,,,,,,left_only
Talisson,21,188.0,7,2845.73,22.61,2.71,0.0,0.0,5.14,4.86,18388,Red_Bull_Bragantino,406.5328571428572,0.0,0.0,0.7342857142857142,0.6942857142857143,1,talissonredbullbragantino,,,,,,,left_only
Gustavinho,19,176.0,19,4350.87,23.88,2.33,0.0,0.0,7.16,10.47,18391,Red_Bull_Bragantino,228.99315789473684,0.0,0.0,0.3768421052631579,0.5510526315789473,1,gustavinhoredbullbragantino,,,,,,,left_only
Nathan Camargo,17,177.0,1,1894.34,22.45,2.59,0.0,0.0,3.0,6.0,18392,Red_Bull_Bragantino,1894.34,0.0,0.0,3.0,6.0,1,nathancamargoredbullbragantino,,,,,,,left_only
Henry Mosquera,21,175.0,21,5588.91,24.34,2.57,0.0,0.0,10.33,11.14,18600,Red_Bull_Bragantino,266.1385714285714,0.0,0.0,0.4919047619047619,0.5304761904761905,1,henrymosqueraredbullbragantino,551.0,3564.0,36.0,891.0,9.0,Knee injury,both
Eduarod Santos,25,196.0,13,8018.24,23.66,2.29,0.0,0.0,9.46,14.08,18601,Red_Bull_Bragantino,616.7876923076923,0.0,0.0,0.7276923076923077,1.083076923076923,1,eduarodsantosredbullbragantino,,,,,,,left_only
Guilherme Lopes,21,178.0,9,3340.96,22.9,2.69,0.0,0.0,5.22,5.44,18602,Red_Bull_Bragantino,371.21777777777777,0.0,0.0,0.58,0.6044444444444445,1,guilhermelopesredbullbragantino,24.0,0.0,0.0,0.0,1.0,,both
Yani Quintero,21,186.0,3,4085.06,22.92,2.51,0.0,0.0,4.33,6.33,19606,Red_Bull_Bragantino,1361.6866666666667,0.0,0.0,1.4433333333333334,2.11,1,yaniquinteroredbullbragantino,,,,,,,left_only
Cipriano,20,196.0,1,7497.83,21.28,3.02,0.0,0.0,1.0,0.0,19607,Red_Bull_Bragantino,7497.83,0.0,0.0,1.0,0.0,1,ciprianoredbullbragantino,,,,,,,left_only
Lucas Rafael,25,188.0,3,6609.89,23.08,2.23,0.0,0.0,9.0,10.33,23117,Red_Bull_Bragantino,2203.2966666666666,0.0,0.0,3.0,3.4433333333333334,1,lucasrafaelredbullbragantino,,,,,,,left_only
David Luiz,36,189.0,14,6837.22,23.08,2.15,0.0,0.0,5.93,9.36,148,Flamengo,488.3728571428572,0.0,0.0,0.4235714285714285,0.6685714285714285,1,davidluizflamengo,,,,,,,left_only
Arturo Vidal,35,180.0,5,4594.53,23.26,2.21,0.0,0.0,5.6,8.0,1527,Flamengo,918.906,0.0,0.0,1.12,1.6,1,arturovidalflamengo,,,,,,,left_only
Luiz Araújo,27,175.0,20,4430.11,26.58,2.42,0.0,0.0,4.5,7.35,3963,Flamengo,221.5055,0.0,0.0,0.225,0.3675,1,luizaraujoflamengo,141.0,0.0,0.0,0.0,3.0,,both
Gerson,26,184.0,32,9125.03,24.77,2.22,0.0,0.0,14.19,16.94,3981,Flamengo,285.1571875,0.0,0.0,0.4434375,0.529375,1,gersonflamengo,103.0,80.0,5.0,80.0,5.0,Thigh problems,both
Everton,27,174.0,32,5852.72,24.2,2.42,0.0,0.0,10.16,11.25,8006,Flamengo,182.8975,0.0,0.0,0.3175,0.3515625,1,evertonflamengo,270.0,0.0,0.0,0.0,9.0,,both
Pedro,26,185.0,34,6658.62,25.36,2.31,0.0,0.0,8.79,9.62,13830,Flamengo,195.84176470588235,0.0,0.0,0.2585294117647058,0.2829411764705882,1,pedroflamengo,489.0,40.0,5.0,40.0,5.0,Hamstring injury,both
Everton Ribeiro,34,174.0,30,5518.28,23.82,2.21,0.0,0.0,8.83,12.07,13831,Flamengo,183.94266666666667,0.0,0.0,0.2943333333333333,0.4023333333333333,1,evertonribeiroflamengo,,,,,,,left_only
Guillermo Varela,30,173.0,4,6337.54,22.82,2.38,0.0,0.0,8.25,9.5,13927,Flamengo,1584.385,0.0,0.0,2.0625,2.375,1,guillermovarelaflamengo,471.0,1260.0,30.0,630.0,15.0,Knee injury,both
Giorgian De Arrascaeta,29,174.0,27,7277.05,23.83,2.44,0.0,0.0,6.7,8.56,13930,Flamengo,269.5203703703704,0.0,0.0,0.2481481481481481,0.317037037037037,1,giorgiandearrascaetaflamengo,292.0,1215.0,45.0,405.0,15.0,Hamstring injury,both
Agustin Rossi,28,193.0,15,5339.4,21.4,1.69,0.0,0.0,2.33,1.0,14338,Flamengo,355.96,0.0,0.0,0.1553333333333333,0.0666666666666666,0,agustinrossiflamengo,34.0,0.0,0.0,0.0,3.0,,both
Santos,33,188.0,5,3715.64,21.28,1.12,0.0,0.0,2.0,2.2,16123,Flamengo,743.1279999999999,0.0,0.0,0.4,0.44,0,santosflamengo,,,,,,,left_only
Gabriel Barbosa,26,178.0,25,6236.1,24.48,2.28,0.0,0.0,11.04,13.8,16124,Flamengo,249.444,0.0,0.0,0.4416,0.552,1,gabrielbarbosaflamengo,44.0,0.0,0.0,0.0,3.0,,both
Fabrício Bruno,27,190.0,33,9129.65,24.77,2.18,0.0,0.0,9.85,12.97,16125,Flamengo,276.6560606060606,0.0,0.0,0.2984848484848484,0.393030303030303,1,fabriciobrunoflamengo,113.0,0.0,0.0,0.0,2.0,,both
Filipe Luís,38,182.0,10,5820.65,24.6,2.29,0.0,0.0,5.6,9.1,16126,Flamengo,582.0649999999999,0.0,0.0,0.5599999999999999,0.91,1,filipeluisflamengo,,,,,,,left_only
Bruno Henrique,32,184.0,28,5776.73,25.42,2.43,0.0,0.0,10.32,11.61,16127,Flamengo,206.3117857142857,0.0,0.0,0.3685714285714286,0.4146428571428571,1,brunohenriqueflamengo,517.0,0.0,0.0,0.0,10.0,,both
Victor Hugo,19,182.0,29,4618.21,23.44,2.26,0.0,0.0,6.52,7.79,16128,Flamengo,159.24862068965518,0.0,0.0,0.2248275862068965,0.2686206896551724,1,victorhugoflamengo,,,,,,,left_only
Rodrigo Caio,30,183.0,5,1988.23,21.48,2.34,0.0,0.0,0.8,2.0,16129,Flamengo,397.646,0.0,0.0,0.16,0.4,1,rodrigocaioflamengo,,,,,,,left_only
Marinho,32,169.0,4,2591.52,22.76,2.17,0.0,0.0,5.0,5.5,16130,Flamengo,647.88,0.0,0.0,1.25,1.375,1,marinhoflamengo,,,,,,,left_only
Matheuzinho,23,171.0,11,5983.78,24.33,2.55,0.0,0.0,5.0,6.45,16131,Flamengo,543.98,0.0,0.0,0.4545454545454545,0.5863636363636364,1,matheuzinhoflamengo,,,,,,,left_only
Matheus França,19,184.0,8,4490.63,21.92,2.35,0.0,0.0,4.0,5.75,16132,Flamengo,561.32875,0.0,0.0,0.5,0.71875,1,matheusfrancaflamengo,,,,,,,left_only
Erick Pulgar,29,187.0,24,9601.37,25.33,2.22,0.0,0.0,11.42,18.46,16135,Flamengo,400.05708333333337,0.0,0.0,0.4758333333333333,0.7691666666666667,1,erickpulgarflamengo,323.0,1575.0,30.0,787.5,15.0,Hamstring muscle injury,both
Ayrton Lucas,26,180.0,34,7988.57,24.83,2.31,0.0,0.0,10.09,13.97,16136,Flamengo,234.95794117647057,0.0,0.0,0.2967647058823529,0.4108823529411765,1,ayrtonlucasflamengo,67.0,0.0,0.0,0.0,4.0,,both
Thiago Maia,26,179.0,31,7604.02,23.61,2.22,0.0,0.0,7.84,12.9,16137,Flamengo,245.2909677419355,0.0,0.0,0.2529032258064516,0.4161290322580645,1,thiagomaiaflamengo,395.0,0.0,0.0,0.0,11.0,,both
Allan,26,172.0,9,6084.33,23.14,2.28,0.0,0.0,6.89,9.33,16704,Flamengo,676.0366666666666,0.0,0.0,0.7655555555555555,1.0366666666666666,1,allanflamengo,207.0,0.0,0.0,0.0,8.0,,both
Pablo,32,188.0,7,6282.1,22.54,2.13,0.0,0.0,6.43,8.57,16716,Flamengo,897.4428571428572,0.0,0.0,0.9185714285714284,1.2242857142857144,1,pabloflamengo,614.0,0.0,0.0,0.0,6.0,,both
Léo Pereira,27,189.0,31,8179.63,25.6,2.44,0.0,0.0,4.81,6.16,16735,Flamengo,263.85903225806453,0.0,0.0,0.1551612903225806,0.1987096774193548,1,leopereiraflamengo,48.0,30.0,5.0,30.0,5.0,Bruised ribs,both
Matheus Cunha,22,193.0,18,3823.19,22.3,1.18,0.0,0.0,1.72,3.28,16737,Flamengo,212.39944444444444,0.0,0.0,0.0955555555555555,0.1822222222222222,0,matheuscunhaflamengo,,,,,,,left_only
Wesley,19,173.0,34,7412.13,23.9,2.54,0.0,0.0,5.71,5.71,18333,Flamengo,218.00382352941176,0.0,0.0,0.1679411764705882,0.1679411764705882,1,wesleyflamengo,40.0,0.0,0.0,0.0,4.0,,both
Igor,20,179.0,4,2278.18,20.71,2.52,0.0,0.0,1.0,0.5,18359,Flamengo,569.545,0.0,0.0,0.25,0.125,1,igorflamengo,,,,,,,left_only
Matheus Gonçalves,17,175.0,2,1127.82,17.9,2.09,0.0,0.0,0.0,0.5,18360,Flamengo,563.91,0.0,0.0,0.0,0.25,1,matheusgoncalvesflamengo,,,,,,,left_only
André Luiz,21,185.0,2,1065.26,20.02,2.49,0.0,0.0,2.0,1.0,18620,Flamengo,532.63,0.0,0.0,1.0,0.5,1,andreluizflamengo,,,,,,,left_only
Pedrinho,20,177.0,1,2106.24,20.0,2.78,0.0,0.0,0.0,1.0,23509,Flamengo,2106.24,0.0,0.0,0.0,1.0,1,pedrinhoflamengo,,,,,,,left_only
Nicolás Acevedo,24,173.0,29,7113.04,24.81,2.47,0.0,0.0,4.17,5.0,978,Bahia,245.27724137931037,0.0,0.0,0.1437931034482758,0.1724137931034483,1,nicolasacevedobahia,371.0,634.0,2.0,634.0,2.0,Cruciate ligament injury,both
Kayky,19,172.0,9,4813.52,24.29,2.31,0.0,0.0,8.33,7.78,5959,Bahia,534.8355555555556,0.0,0.0,0.9255555555555556,0.8644444444444445,1,kaykybahia,512.0,1368.0,3.0,1368.0,3.0,Torn knee ligaments,both
Gilberto,30,181.0,19,9441.07,23.95,2.44,0.0,0.0,11.84,14.53,7997,Bahia,496.8984210526316,0.0,0.0,0.6231578947368421,0.7647368421052632,1,gilbertobahia,98.0,28.0,7.0,28.0,7.0,flu,both
Rafael Ratao,27,183.0,16,4736.04,24.01,2.47,0.0,0.0,8.88,8.88,9862,Bahia,296.0025,0.0,0.0,0.555,0.555,1,rafaelrataobahia,101.0,21.0,7.0,21.0,7.0,Muscle injury,both
Diego Rosa,20,182.0,10,3071.12,22.23,2.33,0.0,0.0,2.4,3.6,11677,Bahia,307.112,0.0,0.0,0.24,0.36,1,diegorosabahia,,,,,,,left_only
Arthur Sales,20,184.0,8,3246.29,22.84,2.3,0.0,0.0,6.62,7.88,11757,Bahia,405.78625,0.0,0.0,0.8275,0.985,1,arthursalesbahia,,,,,,,left_only
Vitor Hugo,32,187.0,25,8069.03,22.72,2.33,0.0,0.0,8.0,8.16,11999,Bahia,322.7612,0.0,0.0,0.32,0.3264,1,vitorhugobahia,,,,,,,left_only
Camilo Cándido,28,174.0,17,6647.42,24.22,2.72,0.0,0.0,4.24,5.24,15152,Bahia,391.0247058823529,0.0,0.0,0.2494117647058823,0.308235294117647,1,camilocandidobahia,,,,,,,left_only
Léo Cittadini,29,179.0,6,2601.77,21.92,2.31,0.0,0.0,1.83,4.83,15782,Bahia,433.6283333333333,0.0,0.0,0.305,0.805,1,leocittadinibahia,142.0,138.0,2.0,138.0,2.0,Hamstring injury,both
Ademir,28,172.0,30,5784.3,24.45,2.51,0.0,0.0,5.97,8.0,15806,Bahia,192.81,0.0,0.0,0.1989999999999999,0.2666666666666666,1,ademirbahia,58.0,0.0,0.0,0.0,2.0,,both
Yago Felipe,28,174.0,22,6144.03,24.78,2.51,0.0,0.0,5.55,6.36,16147,Bahia,279.2740909090909,0.0,0.0,0.2522727272727272,0.2890909090909091,1,yagofelipebahia,44.0,44.0,1.0,44.0,1.0,muscular problems,both
Marcos Felipe,27,188.0,34,4752.83,21.68,1.42,0.0,0.0,2.47,2.56,18440,Bahia,139.78911764705882,0.0,0.0,0.0726470588235294,0.0752941176470588,0,marcosfelipebahia,6.0,0.0,0.0,0.0,1.0,,both
Claus,28,194.0,1,2698.98,20.14,1.36,0.0,0.0,1.0,1.0,18441,Bahia,2698.98,0.0,0.0,1.0,1.0,0,clausbahia,,,,,,,left_only
Danilo Fernandes,35,188.0,1,1515.94,18.78,1.22,0.0,0.0,1.0,0.0,18442,Bahia,1515.94,0.0,0.0,1.0,0.0,0,danilofernandesbahia,260.0,0.0,0.0,0.0,1.0,,both
Kanu,26,186.0,30,9059.65,23.63,2.3,0.0,0.0,8.93,10.1,18443,Bahia,301.98833333333334,0.0,0.0,0.2976666666666666,0.3366666666666666,1,kanubahia,77.0,0.0,0.0,0.0,1.0,,both
Raul Gustavo,24,189.0,6,4297.18,21.89,2.6,0.0,0.0,6.0,8.33,18444,Bahia,716.1966666666667,0.0,0.0,1.0,1.3883333333333334,1,raulgustavobahia,,,,,,,left_only
David Duarte,28,193.0,11,8016.81,22.55,2.17,0.0,0.0,6.73,7.64,18445,Bahia,728.8009090909092,0.0,0.0,0.6118181818181818,0.6945454545454545,1,davidduartebahia,89.0,0.0,0.0,0.0,2.0,,both
Marcos Victor,21,184.0,1,875.33,16.18,2.34,0.0,0.0,0.0,0.0,18446,Bahia,875.33,0.0,0.0,0.0,0.0,1,marcosvictorbahia,,,,,,,left_only
Gabriel Xavier,22,190.0,13,7766.76,22.24,2.45,0.0,0.0,4.46,4.46,18447,Bahia,597.4430769230769,0.0,0.0,0.343076923076923,0.343076923076923,1,gabrielxavierbahia,30.0,0.0,0.0,0.0,1.0,,both
Jhoanner Chávez,21,182.0,10,6330.95,21.11,2.6,0.0,0.0,6.5,6.5,18448,Bahia,633.095,0.0,0.0,0.65,0.65,1,jhoannerchavezbahia,230.0,0.0,0.0,0.0,4.0,,both
Matheus Bahia,23,181.0,10,4783.31,20.72,2.79,0.0,0.0,2.3,1.2,18449,Bahia,478.331,0.0,0.0,0.2299999999999999,0.12,1,matheusbahiabahia,,,,,,,left_only
Ryan Carlos Santos De Sousa,21,172.0,8,6384.56,21.4,2.5,0.0,0.0,1.12,1.25,18450,Bahia,798.07,0.0,0.0,0.14,0.15625,1,ryancarlossantosdesousabahia,,,,,,,left_only
Cicinho,34,168.0,13,6123.93,20.91,2.62,0.0,0.0,2.92,2.38,18451,Bahia,471.07153846153847,0.0,0.0,0.2246153846153846,0.183076923076923,1,cicinhobahia,,,,,,,left_only
Rezende,28,186.0,31,9153.82,25.49,2.36,0.0,0.0,10.94,12.97,18452,Bahia,295.2845161290322,0.0,0.0,0.3529032258064516,0.4183870967741935,1,rezendebahia,171.0,0.0,0.0,0.0,4.0,,both
Danielzinho,27,173.0,5,2180.05,20.93,2.24,0.0,0.0,3.2,3.2,18453,Bahia,436.0100000000001,0.0,0.0,0.64,0.64,1,danielzinhobahia,,,,,,,left_only
Thaciano,28,182.0,32,8843.11,25.71,2.51,0.0,0.0,6.25,7.72,18454,Bahia,276.3471875,0.0,0.0,0.1953125,0.24125,1,thacianobahia,41.0,0.0,0.0,0.0,3.0,,both
Patrick Verhon,18,174.0,1,551.56,24.49,2.92,0.0,0.0,0.0,0.0,18455,Bahia,551.56,0.0,0.0,0.0,0.0,1,patrickverhonbahia,,,,,,,left_only
Cauly Oliveira Souza,27,175.0,29,8462.38,23.32,2.49,0.0,0.0,7.69,8.59,18456,Bahia,291.8062068965517,0.0,0.0,0.2651724137931034,0.2962068965517241,1,caulyoliveirasouzabahia,,,,,,,left_only
Lucas Mugni,31,184.0,15,3126.34,24.89,2.72,0.0,0.0,3.67,4.93,18458,Bahia,208.4226666666667,0.0,0.0,0.2446666666666666,0.3286666666666666,1,lucasmugnibahia,,,,,,,left_only
Gabriel Teixeira,22,170.0,23,5649.19,24.21,2.55,0.0,0.0,8.04,9.87,18459,Bahia,245.61695652173916,0.0,0.0,0.3495652173913043,0.4291304347826086,1,gabrielteixeirabahia,,,,,,,left_only
Vitor Jacaré,23,168.0,16,5232.83,22.88,2.61,0.0,0.0,4.81,4.88,18460,Bahia,327.051875,0.0,0.0,0.300625,0.305,1,vitorjacarebahia,,,,,,,left_only
Everaldo,32,182.0,31,6786.77,22.17,2.5,0.0,0.0,5.65,6.48,18560,Bahia,218.92806451612904,0.0,0.0,0.182258064516129,0.2090322580645161,1,everaldobahia,,,,,,,left_only
André,19,178.0,3,4622.75,22.42,2.65,0.0,0.0,4.33,4.0,18571,Bahia,1540.9166666666667,0.0,0.0,1.4433333333333334,1.3333333333333333,1,andrebahia,,,,,,,left_only
Vinicius Mingotti,23,190.0,16,4419.02,24.04,2.44,0.0,0.0,5.81,6.31,18781,Bahia,276.18875,0.0,0.0,0.363125,0.394375,1,viniciusmingottibahia,,,,,,,left_only
Luciano Juba,24,176.0,13,5234.83,21.29,2.74,0.0,0.0,2.77,1.69,23456,Bahia,402.67923076923074,0.0,0.0,0.213076923076923,0.13,1,lucianojubabahia,6.0,6.0,1.0,6.0,1.0,muscular problems,both
Diego Costa,35,186.0,13,4519.06,23.01,2.41,0.0,0.0,5.77,9.23,1395,Botafogo,347.62,0.0,0.0,0.4438461538461538,0.7100000000000001,1,diegocostabotafogo,,,,,,,left_only
Marcal,34,178.0,22,7985.26,23.66,2.33,0.0,0.0,11.45,15.91,1906,Botafogo,362.96636363636367,0.0,0.0,0.5204545454545454,0.7231818181818181,1,marcalbotafogo,501.0,0.0,0.0,0.0,15.0,,both
Luis Henrique,21,181.0,34,4771.33,24.9,2.37,0.0,0.0,8.88,12.09,3988,Botafogo,140.33323529411766,0.0,0.0,0.2611764705882353,0.3555882352941176,1,luishenriquebotafogo,,,,,,,left_only
Joao Victor,29,178.0,33,6762.74,26.11,2.34,0.0,0.0,14.24,14.52,5005,Botafogo,204.9315151515152,0.0,0.0,0.4315151515151515,0.44,1,joaovictorbotafogo,,,,,,,left_only
Danilo Barbosa,27,183.0,23,5219.63,23.69,2.21,0.0,0.0,6.91,9.04,7365,Botafogo,226.9404347826087,0.0,0.0,0.3004347826086956,0.3930434782608695,1,danilobarbosabotafogo,228.0,288.0,6.0,288.0,6.0,Hamstring injury,both
